Title,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes
King Kong,14-Dec-05,PG-13,187,Universal,Remake,Adventure,Fantasy,Peter Jackson,83,7.6,132720
Knocked Up,1-Jun-07,R,132,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Judd Apatow,90,7.5,111192
Knight and Day,23-Jun-10,PG-13,109,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,James Mangold,,6.6,13887
The Kingdom,28-Sep-07,R,110,Universal,Original Screenplay,Action,Contemporary Fiction,Peter Berg,51,7.1,47200
Black Knight,21-Nov-01,PG-13,96,20th Century Fox,Original Screenplay,Comedy,Kids Fiction,,13,4.3,12747
Knockaround Guys,11-Oct-02,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,,,6,11019
Knowing,20-Mar-09,PG-13,121,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Alex Proyas,32,6.4,58138
Knock Off,4-Sep-98,R,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,8,4.1,5852
K-PAX,26-Oct-01,PG-13,121,Universal,Based on Book/Short Story,Drama,Science Fiction,Iain Softley,40,7.3,50475
Christmas with the Kranks,24-Nov-04,PG,98,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,5,4.7,9126
King's Ransom,22-Apr-05,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,Jeffrey W. Byrd,2,3.5,2251
"Kiss Kiss, Bang Bang",21-Oct-05,R,,Warner Bros.,Based on Book/Short Story,Comedy,Contemporary Fiction,,83,,
A Knight's Tale,11-May-01,PG-13,132,Sony Pictures,Original Screenplay,Adventure,Historical Fiction,,58,6.6,47609
The Kite Runner,14-Dec-07,PG-13,122,Paramount Vantage,Based on Book/Short Story,Drama,Contemporary Fiction,Marc Forster,66,7.8,26816
Kundun,25-Dec-97,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Dramatization,Martin Scorsese,76,7,10248
Kung Pow: Enter the Fist,25-Jan-02,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Steve Oedekerk,,5.7,19348
L.A. Confidential,19-Sep-97,R,137,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Curtis Hanson,99,8.4,165161
Law Abiding Citizen,16-Oct-09,R,108,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,F. Gary Gray,25,7.2,45577
Ladder 49,1-Oct-04,PG-13,105,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Jay Russell,40,6.5,23369
The Ladykillers,26-Mar-04,R,104,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Joel Coen,54,6.2,39242
Lady in the Water,21-Jul-06,PG-13,,Warner Bros.,Original Screenplay,Drama,Fantasy,M. Night Shyamalan,24,5.8,47535
The Lake House,16-Jun-06,PG,,Warner Bros.,Remake,Drama,Fantasy,,36,6.8,36613
Lakeview Terrace,19-Sep-08,PG-13,106,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Neil LaBute,46,6.3,18547
The Ladies Man,13-Oct-00,R,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,11,4.7,6556
Land of the Lost,5-Jun-09,PG-13,101,Universal,Based on TV,Comedy,Fantasy,Brad Silberling,26,5.3,16830
Changing Lanes,12-Apr-02,R,99,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,77,6.5,29222
Lars and the Real Girl,12-Oct-07,PG-13,106,MGM,Original Screenplay,Comedy,Contemporary Fiction,,81,7.5,32423
L'auberge espagnole,16-May-03,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,,7.3,15696
Laws of Attraction,30-Apr-04,PG-13,,New Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,,18,5.7,9266
Little Black Book,6-Aug-04,PG-13,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,21,5.2,7625
Layer Cake,13-May-05,R,,Sony Pictures Classics,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Matthew Vaughn,,7.4,39857
Larry the Cable Guy: Health Inspector,24-Mar-06,PG-13,,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,,6,2.8,7547
Little Children,6-Oct-06,R,136,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Todd Field,79,7.8,37162
Save the Last Dance,12-Jan-01,PG-13,113,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,53,5.9,20355
George A. Romero's Land of the Dead,24-Jun-05,R,,Universal,Original Screenplay,Horror,Science Fiction,George A. Romero,,,
Left Behind,2-Feb-01,PG-13,,Cloud Ten Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,,5,43
Legion,22-Jan-10,R,,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,,19,5,19962
I am Legend,14-Dec-07,PG-13,100,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Francis Lawrence,69,7.1,153631
Leatherheads,4-Apr-08,PG-13,,Universal,Original Screenplay,Romantic Comedy,Historical Fiction,George Clooney,52,6.1,14504
Life Before Her Eyes,18-Apr-08,R,90,Magnolia Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
Letters from Iwo Jima,20-Dec-06,R,141,Warner Bros.,Based on Real Life Events,Drama,Historical Fiction,Clint Eastwood,91,8.1,56872
"Life, or Something Like It",26-Apr-02,PG-13,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Stephen Herek,,,
Last Holiday,13-Jan-06,PG-13,,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Wayne Wang,54,6.3,8060
The Hurricane,29-Dec-99,R,125,Universal,Based on Real Life Events,Drama,Dramatization,Norman Jewison,83,7.4,32172
Liar Liar,21-Mar-97,PG-13,87,Universal,Original Screenplay,Comedy,Contemporary Fiction,Tom Shadyac,82,6.7,67798
Equilibrium,6-Dec-02,R,,Miramax/Dimension,Original Screenplay,Action,Science Fiction,,37,7.7,86428
Chasing Liberty,9-Jan-04,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,19,5.8,7855
The Libertine,23-Nov-05,R,,Weinstein Co.,Based on Play,Drama,Historical Fiction,,,6.4,16266
L.I.E.,7-Sep-01,Open,,Lot 47 Films,Original Screenplay,Drama,Contemporary Fiction,,83,7.2,5122
The Life Aquatic with Steve Zissou,10-Dec-04,R,118,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Wes Anderson,53,7.2,57889
The Life of David Gale,21-Feb-03,R,,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Alan Parker,20,7.3,37628
Life,16-Apr-99,R,108,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ted Demme,50,5.3,99
Like Mike,3-Jul-02,PG,99,20th Century Fox,Original Screenplay,Comedy,Kids Fiction,John Schultz,56,4.4,4870
Lilo & Stitch,21-Jun-02,PG,85,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,,7.1,25611
Limbo,4-Jun-99,R,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,John Sayles,,6.9,3855
Light It Up,10-Nov-99,R,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,38,5.4,2257
Living Out Loud,30-Oct-98,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,Richard LaGravenese,58,6.5,3040
The Lizzie McGuire Movie,2-May-03,PG,94,Walt Disney Pictures,Based on TV,Comedy,Contemporary Fiction,,40,4.7,10199
Letters to Juliet,14-May-10,PG,,Summit Entertainment,Based on Factual Book/Article,Drama,,,42,6.3,4576
Lucky Break,5-Apr-02,PG-13,,Paramount Pictures,,,,Peter Cattaneo,,6.1,1482
The Last King of Scotland,27-Sep-06,R,121,Fox Searchlight,Based on Book/Short Story,Drama,Dramatization,Kevin MacDonald,87,7.8,54022
Lolita,22-Jul-98,R,,MGM,Based on Book/Short Story,Drama,Historical Fiction,Adrian Lyne,,6.7,15197
Love Lisa,30-Dec-02,R,,,,Drama,,,,6.8,4126
Little Miss Sunshine,26-Jul-06,R,101,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,91,8,151013
In the Land of Women,20-Apr-07,PG-13,98,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,44,6.7,13550
Lions for Lambs,9-Nov-07,R,90,United Artists,Original Screenplay,Drama,Contemporary Fiction,Robert Redford,27,6.2,22264
London,10-Feb-06,R,,IDP/Goldwyn/Roadside,Original Screenplay,Drama,Contemporary Fiction,,,7.7,181
How to Lose a Guy in 10 Days,7-Feb-03,PG-13,116,Paramount Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Donald Petrie,43,6.1,33866
Loser,21-Jul-00,R,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Amy Heckerling,25,5,12877
The Losers,23-Apr-10,PG-13,97,Warner Bros.,Based on Comic/Graphic Novel,Action,Contemporary Fiction,Sylvain White,48,,
The Lost City,28-Apr-06,R,,Magnolia Pictures,Original Screenplay,Drama,Historical Fiction,Andy Garcia,,6.6,5790
Lost In Space,3-Apr-98,PG-13,131,New Line,Based on TV,Adventure,Science Fiction,Stephen Hopkins,26,4.8,31611
Lost and Found,23-Apr-99,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,13,4.8,118
Lottery Ticket,20-Aug-10,PG-13,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,32,,
Love and Basketball,21-Apr-00,PG-13,125,New Line,Original Screenplay,Drama,Historical Fiction,Gina Prince-Bythewood,81,6.7,5835
Love Jones,14-Mar-97,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,,67,6.7,1165
The Love Letter,21-May-99,PG-13,,Dreamworks SKG,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,,33,5.1,2446
Lovely and Amazing,28-Jun-02,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,,6.8,3936
The Lord of the Rings: The Two Towers,18-Dec-02,PG-13,179,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.7,326950
The Lord of the Rings: The Return of the King,17-Dec-03,PG-13,201,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.8,364077
The Lord of the Rings: The Fellowship of the Ring,19-Dec-01,PG-13,178,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.8,387438
Lord of War,16-Sep-05,R,,Lionsgate,Original Screenplay,Action,Contemporary Fiction,Andrew Niccol,61,7.7,80124
"Lock, Stock and Two Smoking Barrels",5-Mar-99,R,,Gramercy,Original Screenplay,Black Comedy,Contemporary Fiction,Guy Ritchie,,,
The Last Shot,24-Sep-04,R,,Walt Disney Pictures,Based on Real Life Events,Comedy,Dramatization,,60,5.7,2711
Lonesome Jim,24-Mar-06,R,91,IFC Films,Original Screenplay,Comedy,Contemporary Fiction,Steve Buscemi,,6.7,4585
The Last Legion,17-Aug-07,PG-13,101,Weinstein/Dimension,Based on Book/Short Story,Action,Historical Fiction,,17,5.4,12250
The Last Samurai,5-Dec-03,R,154,Warner Bros.,Original Screenplay,Action,Historical Fiction,Edward Zwick,65,7.8,106002
The Last Sin Eater,9-Feb-07,PG-13,,20th Century Fox,Based on Book/Short Story,Drama,Historical Fiction,,19,5.7,1012
The Last Song,31-Mar-10,PG,108,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,19,3.9,7210
Love Stinks,10-Sep-99,R,,Independent Artists,Original Screenplay,Comedy,Contemporary Fiction,,19,5.3,3228
Lost in Translation,12-Sep-03,R,102,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Sofia Coppola,94,7.9,130998
Last Orders,15-Feb-02,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Contemporary Fiction,Fred Schepisi,,7,3463
Lost Souls,13-Oct-00,R,,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,7,4.5,6639
The Last Station,15-Jan-10,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,,,7,3465
The Lost World: Jurassic Park,22-May-97,PG-13,134,Universal,Based on Book/Short Story,Action,Science Fiction,Steven Spielberg,,6,77124
License to Wed,3-Jul-07,PG,90,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ken Kwapis,7,5.1,15422
Looney Tunes: Back in Action,14-Nov-03,PG,,Warner Bros.,Based on Short Film,Comedy,Kids Fiction,Joe Dante,57,6,8604
Letters to God,9-Apr-10,PG,,Vivendi Entertainment,Original Screenplay,Drama,Contemporary Fiction,,,4.4,839
Lethal Weapon 4,10-Jul-98,R,127,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,54,6.4,47846
Little Man,14-Jul-06,PG-13,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,12,5.7,97
The Lucky Ones,26-Sep-08,R,104,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,36,7.1,4719
Lucky You,4-May-07,PG-13,122,Warner Bros.,Original Screenplay,Drama,Historical Fiction,Curtis Hanson,28,5.9,9870
Luminarias,5-May-00,R,,,,Comedy,,,,4.3,467
Se jie,28-Sep-07,NC-17,156,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,,7.6,15440
Luther,26-Sep-03,PG-13,,RS Entertainment,Based on Real Life Events,Drama,Historical Fiction,,44,6.8,5909
Love Actually,7-Nov-03,R,135,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,63,7.9,97921
The Little Vampire,27-Oct-00,PG,,New Line,Based on Book/Short Story,Comedy,Kids Fiction,,53,5.3,2202
The Lovely Bones,11-Dec-09,PG-13,,Paramount Pictures,Based on Book/Short Story,Drama,Fantasy,Peter Jackson,32,6.6,32049
Herbie: Fully Loaded,22-Jun-05,G,95,Walt Disney Pictures,,Comedy,Kids Fiction,Angela Robinson,42,4.7,14178
For Love of the Game,17-Sep-99,PG-13,137,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Sam Raimi,64,6.2,13612
Leaves of Grass,2-Apr-10,R,,,Original Screenplay,Black Comedy,Contemporary Fiction,Tim Blake Nelson,50,6.9,4541
Love Happens,18-Sep-09,PG-13,,Universal,Original Screenplay,Drama,Contemporary Fiction,,17,5.5,6111
Just Visiting,6-Apr-01,PG-13,,Walt Disney Pictures,Remake,Comedy,Fantasy,,33,5.6,6923
Das Leben der Anderen,9-Feb-07,R,,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,,,8.5,75070
Love Ranch,30-Jun-10,R,117,,Based on Real Life Events,Drama,Dramatization,Taylor Hackford,13,5.6,163
La MÃme,8-Jun-07,PG-13,,Picturehouse,Based on Real Life Events,Drama,Dramatization,,,7.6,21412
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",9-Dec-05,PG,140,Walt Disney Pictures,Based on Book/Short Story,Adventure,Fantasy,Andrew Adamson,76,,
The Longest Yard,27-May-05,PG-13,113,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Peter Segal,31,6.2,39752
Mad City,7-Nov-97,PG-13,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Costa-Gavras,37,6.1,9611
Made,13-Jul-01,R,,Artisan,Original Screenplay,Comedy,Contemporary Fiction,,70,6.3,9720
Madagascar: Escape 2 Africa,7-Nov-08,PG,,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Eric Darnell,64,6.8,30285
Madagascar,27-May-05,PG,83,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Eric Darnell,55,6.6,56480
Mad Hot Ballroom,13-May-05,PG,,Paramount Vantage,Based on Real Life Events,Documentary,Factual,,83,7.4,2562
Madison,22-Apr-05,PG,,MGM,Based on Real Life Events,Drama,Dramatization,,,6.4,536
Jane Austen's Mafia,24-Jul-98,PG-13,83,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jim Abrahams,,5,7706
Paul Blart: Mall Cop,16-Jan-09,PG,91,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,35,5.3,23753
A Man Apart,4-Apr-03,R,110,New Line,Original Screenplay,Action,Contemporary Fiction,F. Gary Gray,11,5.7,14953
Man on Fire,23-Apr-04,R,146,20th Century Fox,Remake,Thriller/Suspense,Contemporary Fiction,Tony Scott,38,7.7,75256
Man of the House,25-Feb-05,PG-13,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Stephen Herek,8,4.2,3432
Man on the Moon,22-Dec-99,R,118,Universal,Based on Real Life Events,Drama,Dramatization,Milos Forman,62,7.4,49481
The Man Who Knew Too Little,14-Nov-97,PG,,Warner Bros.,Based on Book/Short Story,Comedy,Contemporary Fiction,Jon Amiel,40,6.3,11307
Marci X,22-Aug-03,R,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Richard Benjamin,10,2.4,3449
Married Life,7-Mar-08,PG-13,,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,,,6.4,4358
The Marine,13-Oct-06,PG-13,91,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,20,4.5,13157
Son of the Mask,18-Feb-05,PG,,New Line,Based on Comic/Graphic Novel,Comedy,Kids Fiction,,6,2,15800
The Matador,30-Dec-05,R,74,Weinstein Co.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,76,6.9,25035
The Matrix,31-Mar-99,R,136,Warner Bros.,Original Screenplay,Action,Science Fiction,Andy Wachowski,86,8.7,380934
Max Keeble's Big Move,5-Oct-01,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Tim Hill,26,5.1,2490
May,7-Feb-03,R,,,,,,,,5.8,41
Murderball,8-Jul-05,PG-13,,ThinkFilm,Based on Real Life Events,Documentary,Factual,,98,7.8,5699
Vicky Cristina Barcelona,15-Aug-08,PG-13,,MGM,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,82,7.4,51760
My Big Fat Greek Wedding,19-Apr-02,PG,95,IFC Films,Based on Play,Romantic Comedy,Contemporary Fiction,Joel Zwick,75,6.6,46548
My Best Friend's Girl,19-Sep-08,R,103,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,15,5.8,14617
Monkeybone,23-Feb-01,PG-13,,20th Century Fox,Based on Comic/Graphic Novel,Comedy,Fantasy,,20,4.5,8211
Meet the Browns,21-Mar-08,PG-13,,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,30,3.1,3362
My Bloody Valentine,16-Jan-09,R,101,Lionsgate,Remake,Horror,Contemporary Fiction,,,5.7,18037
Wu ji,5-May-06,PG-13,97,Warner Independent,Original Screenplay,Action,Fantasy,,,5.6,5733
McHale's Navy,18-Apr-97,PG,,Universal,Based on TV,Comedy,Contemporary Fiction,,3,3.9,3466
The Martian Child,2-Nov-07,PG,107,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
The Manchurian Candidate,30-Jul-04,R,129,Paramount Pictures,Remake,Thriller/Suspense,Historical Fiction,Jonathan Demme,81,6.7,36553
Mickey Blue Eyes,20-Aug-99,PG-13,103,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,44,5.7,16646
Michael Clayton,5-Oct-07,R,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Tony Gilroy,90,7.5,59493
Master and Commander: The Far Side of the World,14-Nov-03,PG-13,138,20th Century Fox,Based on Book/Short Story,Adventure,Historical Fiction,Peter Weir,85,7.5,63632
Nanny McPhee and the Big Bang,20-Aug-10,PG,,Universal,Based on Book/Short Story,Adventure,Kids Fiction,,,6.1,2326
Nanny McPhee,27-Jan-06,PG,91,Universal,Based on Book/Short Story,Comedy,Fantasy,,73,6.7,13391
Mean Creek,20-Aug-04,R,,Paramount Vantage,,Drama,,,,7.3,14472
The Medallion,22-Aug-03,PG-13,,Sony Pictures,Original Screenplay,Comedy,Fantasy,,18,4.7,10121
Meet Dave,11-Jul-08,PG,,20th Century Fox,Original Screenplay,Comedy,Science Fiction,Brian Robbins,19,4.8,13381
Million Dollar Baby,15-Dec-04,PG-13,132,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Clint Eastwood,91,8.2,141212
Madea Goes To Jail,20-Feb-09,PG-13,,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,26,3.1,5468
Made of Honor,2-May-08,PG-13,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Paul Weiland,14,5.5,15260
Mean Girls,30-Apr-04,PG-13,97,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Mark Waters,83,7,63607
Mean Machine,22-Feb-02,R,,,,,,,,6.3,12754
Meet the Deedles,27-Mar-98,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,4,3.4,1379
"Me, Myself & Irene",23-Jun-00,R,116,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,48,6.9,215
Memoirs of a Geisha,9-Dec-05,PG-13,145,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Rob Marshall,36,7.1,38695
Men in Black,1-Jul-97,PG-13,98,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Science Fiction,Barry Sonnenfeld,91,7,119704
Men of Honor,10-Nov-00,R,128,20th Century Fox,Based on Real Life Events,Drama,Dramatization,,41,6.8,30630
Memento,16-Mar-01,R,113,Newmarket Films,Based on Book/Short Story,Drama,Contemporary Fiction,Christopher Nolan,,8.7,274524
Mercury Rising,3-Apr-98,R,112,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Harold Becker,17,5.8,21449
Mercy Streets,31-Oct-00,PG-13,,,,Drama,,,14,4.9,307
Joyeux NoÃl,3-Mar-06,PG-13,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,,7.8,9363
Message in a Bottle,12-Feb-99,PG-13,132,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,,31,5.6,13108
Meet Joe Black,13-Nov-98,PG-13,154,Universal,Original Screenplay,Drama,Fantasy,Martin Brest,50,6.9,56067
Maria Full of Grace,16-Jul-04,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,,,7.6,16134
Megiddo: Omega Code 2,21-Sep-01,PG-13,,8X Entertainment,Original Screenplay,Action,Fantasy,,11,,
Magnolia,17-Dec-99,R,188,New Line,Original Screenplay,Drama,Contemporary Fiction,Paul Thomas Anderson,83,8,121540
The Men Who Stare at Goats,6-Nov-09,R,93,Overture Films,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Grant Heslov,53,6.4,33763
Marilyn Hotchkiss' Ballroom Dancing and Charm School,31-Mar-06,PG-13,,IDP/Goldwyn/Roadside,Remake,Musical,Contemporary Fiction,,,6.6,1351
Men in Black 2,3-Jul-02,PG-13,88,Sony Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Barry Sonnenfeld,,7.4,467
Micmacs,28-May-10,R,,Sony Pictures Classics,,,,Jean-Pierre Jeunet,,,
